author_name,3gram1,3gram2,3gram3
Randy LeVeque,added testsparticles to,testsparticles to test,to test one
Renovate Bot,choredeps update dependency,update dependency comgoogleapiclientgoogleapiclient,dependency comgoogleapiclientgoogleapiclient to
Renovate Bot,choredeps update dependency,update dependency comgoogleoauthclientgoogleoauthclient,dependency comgoogleoauthclientgoogleoauthclient to
kmorgan8588,updates post route,post route to,route to accept
Hannes Hauptmann,button and text,and text render,text render complete
quantum9Innovation,ok that last,that last update,last update was
dmontigny,working on web,on web scraping,web scraping real
dmontigny,working on web,on web scraping,web scraping real
Jess Zuchowski,merge pull request,pull request 3,request 3 from
Renovate Bot,choredeps update dependency,update dependency comgoogleapiclientgoogleapiclient,dependency comgoogleapiclientgoogleapiclient to
Renovate Bot,choredeps update dependency,update dependency comgoogleoauthclientgoogleoauthclientservlet,dependency comgoogleoauthclientgoogleoauthclientservlet to
Chelsey McKinney,adding proper social,proper social media,social media urls
Rommel Haynes,automatically backed up,backed up by,up by learn
SharkFin,single tab spacing,tab spacing tab,spacing tab 2
SharkFin,merge branch master,branch master of,master of httpsgithubcomsharkfinprobufferwriterreader
cameronshinn,added better reaction,better reaction handling,reaction handling still
cameronshinn,improve console log,console log format,log format indenting
cameronshinn,better about message,about message formatting,message formatting and
cameronshinn,try again to,again to fix,to fix about
Fernando Ferreira,add authentication and,authentication and send,and send signup
Alisonhardison,user can now,can now delete,now delete notecards
closedsum,wip updating naming,updating naming for,naming for data
Brokalys bot,monthly data house,data house rent,house rent latvia
dominicskinner,merge pull request,pull request 24,request 24 from
AboveTheChemist,update bloodyhandsts 65,bloodyhandsts 65 updated,65 updated alignment
Andrew Dinh,install envcmd to,envcmd to use,to use gatsby
tailaiw,added unit tests,unit tests for,tests for traintest
Docker,publishing site on,site on 20200101,on 20200101 004741
dependabot[bot],bump formik from,formik from 142,from 142 to
dependabot[bot],bump qrcode from,qrcode from 132,from 132 to
dependabot[bot],bump typescript from,typescript from 324,from 324 to
dependabot[bot],bump react from,react from 1670,from 1670 to
Pierre Theo Klein,make min pass,min pass length,pass length 6
dependabot[bot],security bump handlebars,bump handlebars from,handlebars from 4012
dependabot[bot],bump typesqrcode from,typesqrcode from 130,from 130 to
dependabot[bot],bump typeslodash from,typeslodash from 414120,from 414120 to
dependabot[bot],bump react from,react from 1680,from 1680 to
dependabot[bot],bump reactdom from,reactdom from 1670,from 1670 to
Pierre Theo Klein,refactor toast into,toast into global,into global hoc
dependabot-preview[bot],security bump mixindeep,bump mixindeep from,mixindeep from 131
Kyle Rubenok,merge pull request,pull request 654,request 654 from
dependabot-preview[bot],security bump eslintutils,bump eslintutils from,eslintutils from 131
Kyle Rubenok,merge pull request,pull request 653,request 653 from
dependabot-preview[bot],security bump lodashes,bump lodashes from,lodashes from 41711
Kyle Rubenok,merge pull request,pull request 606,request 606 from
dependabot-preview[bot],security bump lodash,bump lodash from,lodash from 41711
Kyle Rubenok,merge pull request,pull request 605,request 605 from
dependabot-preview[bot],security bump axios,bump axios from,axios from 0180
ZhongGuiyong,add delete function,delete function for,function for delete
Renovate Bot,choredeps update dependency,update dependency comgoogleapiclientgoogleapiclient,dependency comgoogleapiclientgoogleapiclient to
Renovate Bot,choredeps update dependency,update dependency comgoogletruthtruth,dependency comgoogletruthtruth to
Luiz Irber,remove draff and,draff and smrs,and smrs crates
Stephen Ramsay,added some more,some more information,more information to
Adam Arling,update versions to,versions to get,to get rid
Stepan Koltsov,fix unused method,unused method warning,method warning when
Tanuj Mittal,add icontentprovider to,icontentprovider to access,to access contents
Renovate Bot,choredeps update dependency,update dependency typesmongoose,dependency typesmongoose to
Pascal T,merge pull request,pull request 18,request 18 from
Shokupanman,merge pull request,pull request 44,request 44 from
Roundy,merge pull request,pull request 45,request 45 from
Codus1127,merge pull request,pull request 46,request 46 from
Codus1127,merge branch master,branch master into,master into jnjagod
Codus1127,merge pull request,pull request 47,request 47 from
Nate Roundy,added actions and,actions and payloads,and payloads to
Nate Roundy,working on style,on style for,style for meetup
Shokupanman,merge branch master,branch master into,master into roundy
Shokupanman,merge pull request,pull request 48,request 48 from
Shokupanman,merge branch master,branch master into,master into hari
Nate Roundy,added animation to,animation to the,to the meet
Kailana Kahawaii,automatically backed up,backed up by,up by learn
AdrianValenciaSantos,final updates for,updates for mobile,for mobile format
Chad Vernon,allow explicit pole,explicit pole vector,pole vector control
TagawaHirotaka,merge pull request,pull request 130,request 130 from
Enmotus-Dave-Cohen,merge branch master,branch master of,master of httpsgithubcomdavidcohendiskspd
Jonathan Wong,retrieved calendar events,calendar events as,events as array
linimon,document osversion 1300072,osversion 1300072 gitsvnid,1300072 gitsvnid svnsshsvnfreebsdorgdochead53725
Charlie J,gitbook master one,master one page,one page modified
Spiedie,added rank progression,rank progression estimates,progression estimates and
Steve Neale,add coverage config,coverage config file,config file added
Manny Cortez Studios,added who to,who to follow,to follow in
Winston Weathers,automatically backed up,backed up by,up by learn
Evan Bacon,merge pull request,pull request 5,request 5 from
Zachary Jacobs,automatically backed up,backed up by,up by learn
Nando Vieira,add a more,a more aggressive,more aggressive bot
Jared Johnson,test getreauthaction dispatches,getreauthaction dispatches an,dispatches an auth
Jared Johnson,test getreauthaction sets,getreauthaction sets the,sets the user
Jared Johnson,test getlogoutaction and,getlogoutaction and fix,and fix getreauthaction
wigforss,mavenreleaseplugin prepare for,prepare for next,for next development
Epic,readme licence and,licence and other,and other stuff
Andrew Kannan,make it more,it more understandable,more understandable when
Wilba,merge pull request,pull request 8,request 8 from
OPSTestProduction,delete file e2edocsbranchproddynamicindexmd,file e2edocsbranchproddynamicindexmd at,e2edocsbranchproddynamicindexmd at 20200101
aaveg,implemented tracking of,tracking of bounding,of bounding boxes
Scott Buchanan,implement dragging to,dragging to translate,to translate map
Benito Perdomo,se ajustan valores,ajustan valores de,valores de los
Benito Perdomo,merge branch master,branch master of,master of githubcompdnmxcatalogos
Rommel Haynes,automatically backed up,backed up by,up by learn
Devin Jolly (Lightling),added subtle shading,subtle shading to,shading to item
Devin Jolly (Lightling),added looping scale,looping scale animation,scale animation to
root,tb 20200101 004802,20200101 004802 utc,004802 utc 120085bfadd22d82651a153eac091bff50588ce9ec765d729946eb4e398ce01c
blensink192,update posts “,posts “ top10albumsof2010,“ top10albumsof2010 ”
skennicutt,added second test,second test blog,test blog post
M5X,added linuxsurface patches,linuxsurface patches for,patches for kernel
Rothanak So,insert isqs and,isqs and grades,and grades into
dependabot-preview[bot],bump typesnode from,typesnode from 121218,from 121218 to
y-yagi,merge pull request,pull request 69,request 69 from
dependabot-preview[bot],bump typesreact from,typesreact from 16916,from 16916 to
David Cohen,merge pull request,pull request 22,request 22 from
David Cohen,merge pull request,pull request 22,request 22 from
Tom Powers,add exceptions to,exceptions to be,to be used
Tom Powers,merge pull request,pull request 6,request 6 from
jacob1,fix wild child,wild child getting,child getting notification
Leonardo Espinoza,cambio de nombre,de nombre al,nombre al archivo
Nicolas HULEUX,revert 4 payer,4 payer le,payer le moins
Jeff Kowalski,add rubocopyml and,rubocopyml and address,and address rubocop
zepumph,move jump alerts,jump alerts to,alerts to ruler
Jose Garcia,eliminated jquery and,jquery and cleaned,and cleaned code
Brokalys bot,monthly price per,price per sqm,per sqm data
Anthony Holder,automatically backed up,backed up by,up by learn
bczhc,颜色选择器：手动输入颜色十六进制 add gitignore,add gitignore file,gitignore file modify
tthings,revert update terraria,update terraria windowsmd,terraria windowsmd this
XHQ,1 update androidsupport,update androidsupport add,androidsupport add recyclerview
LuisLoureiro,new content on,content on the,on the database
bbertolani,merge pull request,pull request 8,request 8 from
mark m,corewindowswmi add ability,add ability to,ability to exec
William Woodruff,windows new table,new table ntfsjournalevents,table ntfsjournalevents 5371
dependabot-preview[bot],bump typesnode from,typesnode from 121218,from 121218 to
y-yagi,merge pull request,pull request 69,request 69 from
dependabot-preview[bot],bump typesjest from,typesjest from 24023,from 24023 to
Ryo Ota,update update vuecliooo,update vuecliooo from,vuecliooo from 411
skyblockz,automated database update,database update changes,update changes changed
drakata,site v1 pushing,v1 pushing onai,pushing onai mvp
geekwise-korey-nichols,bugfix changed max,changed max length,max length for
geekwise-korey-nichols,update changed serializers,changed serializers for,serializers for customer
geekwise-korey-nichols,removed pagination from,pagination from settings,from settings for
Codus1127,merge pull request,pull request 51,request 51 from
zepumph,move jump alerts,jump alerts to,alerts to ruler
ManlyMarco,added modified mcs,modified mcs that,mcs that ignores
Mostapha,update for the,for the latest,the latest release
AboveTheChemist,update resistancememberts 64,resistancememberts 64 updated,64 updated alignment
CarlosCastillo10,comentando la linea,la linea 32,linea 32 de
choo,change style of,style of color,of color preview
fate0,wed jan 1,jan 1 084828,1 084828 cst
skyblockz,auto alias database,alias database update,database update changes
aaiden Nicolas Witten,automatically backed up,backed up by,up by learn
David Sanders,add parsers for,parsers for type,for type descriptions
aqi-moscun,update file at,file at 20200101,at 20200101 004830
Gabriel Baca,added axios functionality,axios functionality added,functionality added cors
Marco A Cayetano,automatically backed up,backed up by,up by learn
Christian Findlay,rename a project,a project and,project and decouple
Renovate Bot,choredeps update module,update module testcontainerstestcontainersgo,module testcontainerstestcontainersgo to
ejelome,replace theme with,theme with homepage,with homepage added
Bitnami Containers,alertmanager component image,component image updated,image updated to
Randall,update yate from,yate from 5032,from 5032 to
Randall,update patchwork from,patchwork from 3171,from 3171 to
Randall,update clashx from,clashx from 1169,from 1169 to
Randall,update sejdapdf from,sejdapdf from 601,from 601 to
Randall,update tinderbox from,tinderbox from 821,from 821 to
Randall,update retroarch from,retroarch from 181,from 181 to
Randall,update diskcatalogmaker from,diskcatalogmaker from 770,from 770 to
Randall,update vuescan from,vuescan from 9715,from 9715 to
Randall,update glyphs from,glyphs from 2641282,from 2641282 to
Randall,update movistpro from,movistpro from 2213,from 2213 to
Randall,update flirc from,flirc from 3251,from 3251 to
ainstushar,updated sha for,sha for latest,for latest version
stolen data,update mpvrb 74907,mpvrb 74907 updated,74907 updated build
James Lentini,update dataintegration from,dataintegration from 8200342,from 8200342 to
KorobkaVadim,add duefocus 208,duefocus 208 74866,208 74866 add
Alexander Lukyanchikov,delete sampler added,sampler added to,added to homebrewcore
ABruihler,update prey from,prey from 191,from 191 to
Luca Bomben,update folx from,folx from 51413921,from 51413921 to
